index	filename	word	translation	context	repetition	position	stop	poa	voice	affric	glott	pharlzd	labialzd	palatlzd	folVowel	prevVowel	totdur	folVowDur	prevVowDur	fric	postfric	closdur	tstart	tend	reltime	pfst	cvst	modst	comment
1443	1985_f_Israpilova_GM	haq'u	дом, гьакъу	iso	3	medial	q'	uvular	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	a	0.2686760861001005	0.12518775050091335	0.12505895541710288	0.08455703188037944	0.059442122986013146	0.12467693123370793	77.36259359254142	77.63126967864152	77.48727052377512	77.5718275556555	--undefined--	77.63126967864152	
1444	1985_f_Israpilova_GM	haq'u	дом, гьакъу	carrier	--undefined--	medial	q'	uvular	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	a	0.22767874643044195	0.15591982463490694	0.11790173154250283	0.05868479699309148	0.07276897137600713	0.09622497806134334	79.52429739625713	79.75197614268757	79.62052237431847	79.67920717131156	--undefined--	79.75197614268757	
1445	1985_f_Israpilova_GM	hats'a	белый, гьацIа	iso	1	medial	ts'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.2874918515335736	0.16530781463180233	0.13943354799378938	0.06450657019369999	0.1126194031564296	0.11036587818344401	82.89138703855885	83.17887889009242	83.00175291674229	83.06625948693599	--undefined--	83.17887889009242	
1446	1985_f_Israpilova_GM	hats'a	белый, гьацIа	iso	2	medial	ts'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.24782687681522475	0.21072262638082861	0.13799608873613067	0.08427482665881314	0.08002844955261423	0.08352360060379738	84.07646456957107	84.3242914463863	84.15998817017487	84.24426299683368	84.3242914463863	84.38120593219666	
1447	1985_f_Israpilova_GM	hats'a	белый, гьацIа	iso	3	medial	ts'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.2702423404415555	0.1437459257667939	0.12074657764411256	0.0831854127881968	0.10589923936169043	0.08115768829166825	85.20923467586815	85.4794770163097	85.29039236415981	85.37357777694801	85.4794770163097	85.49903339452887	
1448	1985_f_Israpilova_GM	hats'a	белый, гьацIа	carrier	--undefined--	medial	ts'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.2673263360247944	0.11935020428786913	0.13512117022077064	0.09094986524848991	0.10304808041868796	0.07332839035761651	87.01141979494852	87.27874613097332	87.08474818530614	87.17569805055463	87.27874613097332	87.31472369831646	
1449	1985_f_Israpilova_GM	hitɬ'u	вниз, гьикьу	iso	1	medial	tɬ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	i	0.2860543922759007	0.19693191830050694	0.10493452580976736	0.08952396703040222	0.047990613845300345	0.14853981140019812	90.64048997438458	90.92654436666048	90.78902978578478	90.87855375281518	--undefined--	90.92654436666048	
1450	1985_f_Israpilova_GM	hitɬ'u	вниз, гьикьу	iso	2	medial	tɬ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	i	0.29755406633725556	0.17393257017781139	0.1106843628404306	0.0866988538655562	0.07022937736992674	0.14062583510177262	92.19492023874948	92.49247430508673	92.33554607385125	92.4222449277168	--undefined--	92.49247430508673	
1451	1985_f_Israpilova_GM	hitɬ'u	вниз, гьикьу	iso	3	medial	tɬ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	i	0.3076162811409233	0.13943354799378938	0.08481009620240343	0.09233171745357538	0.0636600414299835	0.15162452225736445	93.54396559663657	93.85158187777749	93.69559011889393	93.78792183634751	--undefined--	93.85158187777749	
1452	1985_f_Israpilova_GM	hitɬ'u	вниз, гьикьу	carrier	--undefined--	medial	tɬ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	i	0.2876162863047682	0.07049418781979	0.10433139797329716	0.10846460282159853	0.0716578242591055	0.10749385922406418	95.63096603067919	95.91858231698396	95.73845988990325	95.84692449272485	--undefined--	95.91858231698396	
1453	1985_f_Israpilova_GM	itɬoqχi	медленно, илIохъи	iso	1	medial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o	i	0.23686047107452168	0.08741279289654358	0.07881117021356943	0.11661983611644189	0.006588299413039067	0.11365233554504073	107.73416533303762	107.97102580411214	107.84781766858266	107.9644375046991	--undefined--	107.97102580411214	
1454	1985_f_Israpilova_GM	itɬoqχi	медленно, илIохъи	iso	1	medial	qχ	uvular	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.21108295138057542	0.11882984761606963	0.08741279289654358	0.05382453974605994	0	0.10343387188846975	108.05843859700869	108.26952154838926	108.16187246889716	--undefined--	--undefined--	108.26952154838926	
1455	1985_f_Israpilova_GM	itɬoqχi	медленно, илIохъи	iso	2	medial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o	i	0.23968023858731158	0.09023256040933347	0.07376557851222287	0.10335104146740548	0.005915203420968851	0.13041399369893725	108.954678499276	109.19435873786331	109.08509249297494	109.18844353444234	--undefined--	109.19435873786331	
1456	1985_f_Israpilova_GM	itɬoqχi	медленно, илIохъи	iso	2	medial	qχ	uvular	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.23968023858729737	0.1550872132035579	0.09023256040933347	0.03741737024843417	0.08016143862384695	0.12210142971501625	109.28459129827264	109.52427153685994	109.40669272798766	109.4441100982361	--undefined--	109.52427153685994	
1457	1985_f_Israpilova_GM	itɬoqχi	медленно, илIохъи	iso	3	medial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o	i	0.2255814010233479	0.08177325787096379	0.08318933083472757	0.11623448495440414	0.013065206457028467	0.09628170961191529	110.06284713180318	110.28842853282653	110.1591288414151	110.2753633263695	--undefined--	0	
1458	1985_f_Israpilova_GM	itɬoqχi	медленно, илIохъи	iso	3	medial	qχ	uvular	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.23686047107452168	0.09869186294770316	0.08177325787096379	0.0403684048095414	0.09397388485744784	0.10251818140753244	110.3702017906975	110.60706226177201	110.47271997210503	110.51308837691457	--undefined--	110.60706226177201	
1459	1985_f_Israpilova_GM	itɬoqχi	медленно, илIохъи	carrier	--undefined--	medial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o	i	0.24531977361289137	0.10715116548608705	0.08741279289654358	0.1034312633809833	0.009238365401245119	0.13265014483066295	111.87860029999801	112.1239200736109	112.01125044482868	112.11468170820966	--undefined--	112.1239200736109	
1460	1985_f_Israpilova_GM	itɬoqχi	медленно, илIохъи	carrier	--undefined--	medial	qχ	uvular	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.23122093604892768	0.11843023553726084	0.10715116548608705	0.041183928139034265	0.061691221489013515	0.1283457864208799	112.23107123909699	112.46229217514592	112.35941702551787	112.4006009536569	--undefined--	112.46229217514592	
1461	1985_f_Israpilova_GM	itʃa	кобыла, ича	iso	1	medial	tʃ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.190218829163598	0.20172885511446736	0.10433139797329716	0.07421262298318254	0.020795844901897453	0.09521036127851801	115.93769916320305	116.12791799236665	116.03290952448157	116.10712214746475	--undefined--	116.12791799236665	
1462	1985_f_Israpilova_GM	itʃa	кобыла, ича	iso	2	medial	tʃ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.20227031970019027	0.18610465584426095	0.09605977734938165	0.06607175942454546	0.03793051218261212	0.09826804809303269	117.0297021318743	117.23197245157449	117.12797017996733	117.19404193939188	--undefined--	117.23197245157449	
1463	1985_f_Israpilova_GM	itʃa	кобыла, ича	iso	3	medial	tʃ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.2199418659977681	0.17764535330587705	0.10715116548608705	0.07739007307098689	0.03648444322089972	0.1060673497058815	117.99010276102172	118.21004462701949	118.0961701107276	118.17356018379859	--undefined--	118.21004462701949	
1464	1985_f_Israpilova_GM	itʃa	кобыла, ича	carrier	--undefined--	medial	tʃ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.26223837868964495	0.09023256040933347	0.10433139797329716	0.07259626980022915	0.07892311291071508	0.11071899597870072	119.7451289866454	120.00736736533504	119.8558479826241	119.92844425242433	--undefined--	120.00736736533504	
1465	1985_f_Israpilova_GM	k'otil	лошади, кIотил	iso	1	initial	k'	velar	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.056328925866679924	0.12437277077474107	--undefined--	0.015740353844947208	0.040588572021732716	0	125.36364015876033	125.41996908462701	125.36364015876033	125.37938051260528	125.41996908462701	125.45113713246572	
1466	1985_f_Israpilova_GM	k'otil	лошади, кIотил	iso	1	medial	t	dental	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2199418659977539	0.09587209543492747	0.12437277077474107	0.009261214005690022	0.07591942365765192	0.13476122833441195	125.54434185540175	125.76428372139951	125.67910308373617	125.68836429774186	--undefined--	125.76428372139951	
1467	1985_f_Israpilova_GM	k'otil	лошади, кIотил	iso	2	initial	k'	velar	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.10063513646639421	0.11112342438663347	--undefined--	0.009729393101835626	0.09090574336455859	0	126.36024297244481	126.4608781089112	126.36024297244481	126.36997236554664	126.4608781089112	126.46953144867105	
1468	1985_f_Israpilova_GM	k'otil	лошади, кIотил	iso	2	medial	t'	dental	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.20407754910311837	0.09380984111997748	0.11112342438663347	0.01014418622484925	0.0680384921930397	0.12589487068522942	126.57200153329784	126.77607908240095	126.69789640398307	126.70804059020791	--undefined--	126.77607908240095	
1469	1985_f_Israpilova_GM	k'otil	лошади, кIотил	iso	3	initial	k'	velar	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.08847756206014878	0.08665621796983203	--undefined--	0.013481950808127863	0.07499561125202092	0	127.27189156487474	127.36036912693488	127.27189156487474	127.28537351568286	127.36036912693488	127.37799630051977	
1470	1985_f_Israpilova_GM	k'otil	лошади, кIотил	iso	3	medial	t	dental	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2106606958483752	0.07241461419788209	0.08665621796983203	0.019229643910776417	0.06778160610635098	0.12364944583124782	127.44702534490472	127.65768604075309	127.57067479073596	127.58990443464674	--undefined--	127.65768604075309	
1471	1985_f_Israpilova_GM	k'otil	лошади, кIотил	carrier	--undefined--	initial	k'	velar	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.10299358249633883	0.11520506804208708	--undefined--	0.014742726998264288	0.08825085549807454	0	129.34241483124305	129.4454084137394	129.34241483124305	129.3571575582413	--undefined--	129.4454084137394	
1472	1985_f_Israpilova_GM	k'otil	лошади, кIотил	carrier	--undefined--	medial	t	dental	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.22711856271152442	0.06583146745262525	0.11520506804208708	0.01153778634645164	0.08053341003235914	0.13504736633271364	129.56061348178147	129.787732044493	129.6956608481142	129.70719863446064	--undefined--	129.787732044493	
1473	1985_f_Israpilova_GM	kwatʃ'a	лапа, квачIа	iso	1	initial	kʷ	velar	singleton	plain	pulmonic	non-pharnglzd	labialized	non-palatlzd	a		0.09921121524007503	0.10697613461050537	--undefined--	0	0	0	134.39406284540254	134.49327406064262	129.6956608481142	--undefined--	--undefined--	134.49327406064262	
1474	1985_f_Israpilova_GM	kwatʃ'a	лапа, квачIа	iso	1	medial	tʃ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.21395226922101074	0.1514123751410068	0.10697613461050537	0.039538138107133136	0.06991674602147668	0.10449738509240092	134.60025019525312	134.81420246447414	134.70474758034553	134.74428571845266	--undefined--	134.81420246447414	
1475	1985_f_Israpilova_GM	kwatʃ'a	лапа, квачIа	iso	2	initial	kʷ	velar	singleton	plain	pulmonic	non-pharnglzd	labialized	non-palatlzd	a		0.11083832499150503	0.10680786672196518	--undefined--	0	0	0	135.3670354302861	135.4778737552776	134.70474758034553	--undefined--	--undefined--	135.4778737552776	
1476	1985_f_Israpilova_GM	kwatʃ'a	лапа, квачIа	iso	2	medial	tʃ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.27793674994759954	0.1894666689659914	0.10680786672196518	0.03768437259344637	0.1330050370495428	0.10724734030461036	135.58468162199958	135.86261837194718	135.6919289623042	135.72961333489764	135.86261837194718	135.89146283781332	
1477	1985_f_Israpilova_GM	kwatʃ'a	лапа, квачIа	iso	3	initial	kʷ	velar	singleton	plain	pulmonic	non-pharnglzd	labialized	non-palatlzd	a		0.0922457404264776	0.11849664141470839	--undefined--	0	0	0	136.48836431315894	136.58061005358542	135.6919289623042	--undefined--	--undefined--	136.58061005358542	
1478	1985_f_Israpilova_GM	kwatʃ'a	лапа, квачIа	iso	3	medial	tʃ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.22170881427780387	0.16669684369264814	0.11849664141470839	0.035415796151113454	0.07173475383893901	0.1145582642877514	136.69910669500013	136.92081550927793	136.81366495928788	136.849080755439	136.92081550927793	136.9483779988834	
1479	1985_f_Israpilova_GM	kwatʃ'a	лапа, квачIа	carrier	--undefined--	initial	kʷ	velar	singleton	plain	pulmonic	non-pharnglzd	labialized	non-palatlzd	a		0.08958493173028614	0.11520506804208708	--undefined--	0	0	0	138.53122532721758	138.62081025894787	136.81366495928788	--undefined--	--undefined--	138.62081025894787	
1480	1985_f_Israpilova_GM	kwatʃ'a	лапа, квачIа	carrier	--undefined--	medial	tʃ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.17957410608229907	0.134771151003946	0.11520506804208708	0.03828016501398679	0.04609244358826459	0.09520149748004769	138.73601532698996	138.91558943307226	138.83121682447	138.869496989484	138.91558943307226	138.9404556905463	
1481	1985_f_Israpilova_GM	kitsi	пословица, кици	iso	1	initial	k	velar	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i		0.07353448448264999	0.09380984111996327	--undefined--	0.012178774476808485	0.0613557100058415	0	142.05777937351596	142.1313138579986	142.05777937351596	142.06995814799276	--undefined--	142.1313138579986	
1482	1985_f_Israpilova_GM	kitsi	пословица, кици	iso	1	medial	ts	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	i	0.21395226922101074	0.15799552188627786	0.09380984111996327	0.11942747586206792	0.011384886563149621	0.0831399067957932	142.22512369911857	142.43907596833958	142.30826360591436	142.42769108177643	--undefined--	142.43907596833958	
1483	1985_f_Israpilova_GM	kitsi	пословица, кици	iso	2	initial	k	velar	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i		0.07323204376083936	0.11026770798312668	--undefined--	0.020950806705826608	0.05228123705501275	0	143.10650193344415	143.179733977205	143.10650193344415	143.12745274014998	--undefined--	143.179733977205	
1484	1985_f_Israpilova_GM	kitsi	пословица, кици	iso	2	medial	ts	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	i	0.23699328282941678	0.17939074880837325	0.11026770798312668	0.1397354124183039	0.012582777109315657	0.08467509330179723	143.29000168518812	143.52699496801753	143.3746767784899	143.51441219090822	--undefined--	143.52699496801753	
1485	1985_f_Israpilova_GM	kitsi	пословица, кици	iso	3	initial	k	velar	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i		0.05645408479634284	0.097101414492613	--undefined--	0.014422232933071655	0.042031851863271186	0	144.24494127953898	144.30139536433532	144.24494127953898	144.25936351247205	--undefined--	144.30139536433532	
1486	1985_f_Israpilova_GM	kitsi	пословица, кици	iso	3	medial	ts	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	i	0.24193064288837718	0.10368456123785563	0.097101414492613	0.1353100525490163	0.018782501504830407	0.08783808883453048	144.39849677882793	144.6404274217163	144.48633486766246	144.62164492021148	--undefined--	144.6404274217163	
1487	1985_f_Israpilova_GM	kitsi	пословица, кици	carrier	--undefined--	initial	k	velar	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i		0.057962898698889376	0.0839351210020709	--undefined--	0.01672724843257356	0.041235650266315815	0	146.07404975771317	146.13201265641206	146.07404975771317	146.09077700614574	--undefined--	146.13201265641206	
1488	1985_f_Israpilova_GM	kitsi	пословица, кици	carrier	--undefined--	medial	ts	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	i	0.24193064288837718	0.15305816182734588	0.0839351210020709	0.12733730306575808	0.02314972517584124	0.09144361464677786	146.21594777741413	146.4578784203025	146.3073913920609	146.43472869512667	--undefined--	146.4578784203025	
1489	1985_f_Israpilova_GM	kots'i	веник, коцIи	iso	1	initial	k	velar	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.0896211421105022	0.12507978815997944	--undefined--	0.02435754895364539	0.06526359315685681	0	149.71245763906364	149.80207878117415	149.71245763906364	149.7368151880173	--undefined--	149.80207878117415	
1490	1985_f_Israpilova_GM	kots'i	веник, коцIи	iso	1	medial	ts'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.24719231399751607	0.16096278420869226	0.12507978815997944	0.0709297234113535	0.08586229676112112	0.09040029382504144	149.92715856933413	150.17435088333164	150.01755886315917	150.08848858657052	150.17435088333164	150.19157520456073	
1491	1985_f_Israpilova_GM	kots'i	веник, коцIи	iso	2	initial	k	velar	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.08950135735793197	0.12837136153260076	--undefined--	0.03343129732573402	0.056070060032197944	0	150.85067837814225	150.94017973550018	150.85067837814225	150.88410967546798	--undefined--	150.94017973550018	
1492	1985_f_Israpilova_GM	kots'i	веник, коцIи	iso	2	medial	ts'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.23672258221441211	0.15332886244235056	0.12837136153260076	0.08140549255560359	0.07240490382056919	0.08291218583823934	151.06855109703278	151.3052736792472	151.15146328287102	151.23286877542662	--undefined--	151.3052736792472	
1493	1985_f_Israpilova_GM	kots'i	веник, коцIи	iso	3	initial	k	velar	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.08638630824370352	0.12267393981790065	--undefined--	0.033372916141843234	0.05301339210186029	0	151.9011804820494	151.9875667902931	151.9011804820494	151.93455339819124	--undefined--	151.9875667902931	
1494	1985_f_Israpilova_GM	kots'i	веник, коцIи	iso	3	medial	ts'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.20614421379562486	0.12301312346747295	0.12267393981790065	0.08252703939874095	0.055126574036791	0.06849060036009291	152.110240730111	152.31638494390663	152.1787313304711	152.26125836986984	152.31638494390663	152.3493166711763	
1495	1985_f_Israpilova_GM	kots'i	веник, коцIи	carrier	--undefined--	initial	k	velar	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.061863743322902565	0.10302582653039849	--undefined--	0.028706277113684564	0.033157466209218	0	153.73431461112136	153.79617835444427	153.73431461112136	153.76302088823505	--undefined--	153.79617835444427	
1496	1985_f_Israpilova_GM	kots'i	веник, коцIи	carrier	--undefined--	medial	ts'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.22770058532569237	0.11569835752985114	0.10302582653039849	0.07691168088794598	0.04704492220420775	0.10374398223353865	153.89920418097466	154.12690476630036	154.0029481632082	154.07985984409615	154.12690476630036	154.163761583796	
1497	1985_f_Israpilova_GM	tɬurtɬa	масло, лIурлIа	iso	1	initial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u		0.12226804977419192	0.12014242810104747	--undefined--	0.12226804977419192	0	0	157.01247697635677	157.13474502613096	157.01247697635677	--undefined--	--undefined--	157.13474502613096	
1498	1985_f_Israpilova_GM	tɬurtɬa	масло, лIурлIа	iso	1	medial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	r	0.21230648253470008	0.21395226922101074	0.07570618757048919	0	0	0	157.3305936418025	157.5429001243372	157.01247697635677	--undefined--	--undefined--	0	
1499	1985_f_Israpilova_GM	tɬurtɬa	масло, лIурлIа	iso	2	initial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u		0.09607936734420264	0.1095250636804792	--undefined--	0.09607936734420264	0	0	158.70775716557498	158.80383653291918	158.70775716557498	--undefined--	--undefined--	158.80383653291918	
1500	1985_f_Israpilova_GM	tɬurtɬa	масло, лIурлIа	iso	2	medial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	r	0.2781379499872969	0.194202828985226	0.06418568076631459	0	0	0	158.97754727736597	159.25568522735327	158.70775716557498	--undefined--	--undefined--	0	
1501	1985_f_Israpilova_GM	tɬurtɬa	масло, лIурлIа	iso	3	initial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u		0.09620977659710661	0.1076028083392373	--undefined--	0.09620977659710661	0	0	160.22233055655508	160.31854033315219	160.22233055655508	--undefined--	--undefined--	160.31854033315219	
1502	1985_f_Israpilova_GM	tɬurtɬa	масло, лIурлIа	iso	3	medial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	r	0.2238269893389031	0.16622445531785957	0.07899776094313893	0	0	0	160.50514090243456	160.72896789177346	160.22233055655508	--undefined--	--undefined--	0	
1503	1985_f_Israpilova_GM	tɬurtɬa	масло, лIурлIа	carrier	--undefined--	initial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u		0.11917085661116289	0.10368456123785563	--undefined--	0.09934280550484687	0.019828051106316025	0	162.44008728186012	162.55925813847128	162.44008728186012	162.53943008736496	--undefined--	162.55925813847128	
1504	1985_f_Israpilova_GM	tɬurtɬa	масло, лIурлIа	carrier	--undefined--	medial	tɬ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	r	0.2616800831241335	0.12507978815997944	0.07406040088420696	0	0	0	162.73700310059334	162.99868318371747	162.44008728186012	--undefined--	--undefined--	0	
1505	1985_f_Israpilova_GM	mits':a	сладкий, мицIцIа	iso	1	medial	ts'ː	dental	geminate	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.2509650647410808	0.17529368701460157	0.09216405443365261	0.13620997770132703	0.018789906358193775	0.09596518068156001	166.9912991220781	167.24226418681917	167.08726430275965	167.22347428046098	--undefined--	167.24226418681917	
1506	1985_f_Israpilova_GM	mits':a	сладкий, мицIцIа	iso	2	medial	ts'ː	dental	geminate	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.24751924392097635	0.22646732173785722	0.08558090768840998	0.11986478037715642	0.028585528844246255	0.09906893469957367	168.02389636378507	168.27141560770605	168.12296529848464	168.2428300788618	168.27141560770605	168.30861746051764	
1507	1985_f_Israpilova_GM	mits':a	сладкий, мицIцIа	iso	3	medial	ts'ː	dental	geminate	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.30452048637928897	0.17275765265216592	0.07406040088420696	0.1426198590048955	0.037177311560839144	0.12472331581355434	169.10483372384402	169.4093542102233	169.22955703965758	169.37217689866247	169.4093542102233	169.41917898093027	
1508	1985_f_Israpilova_GM	mits':a	сладкий, мицIцIа	carrier	--undefined--	medial	ts'ː	dental	geminate	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.2755638282407915	0.14575756345595892	0.07570618757048919	0.13439680377632612	0.04001352472459985	0.10115349973986554	170.77444834983106	171.05001217807185	170.87560184957093	171.00999865334725	--undefined--	171.05001217807185	
1509	1985_f_Israpilova_GM	motʃ'i	ребенок, мочIи	iso	1	medial	tʃ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.22884431284495577	0.18095657204759164	0.14153765502311444	0.059291402058221365	0.059948388650951756	0.10960452213578264	174.80668681762924	175.0355311304742	174.91629133976502	174.97558274182325	175.0355311304742	175.04861746051762	
1510	1985_f_Israpilova_GM	motʃ'i	ребенок, мочIи	iso	2	medial	tʃ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2117363629288036	0.1766692950416484	0.14482922839576418	0.053509878218648055	0.05807098284074641	0.10015550186940914	175.8438531111198	176.05558947404862	175.94400861298922	175.99751849120787	176.05558947404862	176.07920060726292	
1511	1985_f_Israpilova_GM	motʃ'i	ребенок, мочIи	iso	3	medial	tʃ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.23839938096159585	0.13683998351831406	0.11355928135577642	0.054168823693544255	0.06665743887916165	0.11757311838888995	176.89263235289425	177.13103173385585	177.01020547128314	177.0643742949767	177.13103173385585	177.16915252691098	
1512	1985_f_Israpilova_GM	motʃ'i	ребенок, мочIи	carrier	--undefined--	medial	tʃ'	dental	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.24570623104943934	0.11573264659520532	0.11685085472836931	0.0626130134266134	0.0646503984275455	0.11844281919528044	179.1055255655208	179.35123179657023	179.22396838471607	179.2865813981427	179.35123179657023	0	
1513	1985_f_Israpilova_GM	motʃi	ветер, мочи	iso	1	medial	tʃ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2269097981471475	0.19878301384719066	0.1536241015886901	0.10384007711817844	0.016665691389334825	0.10640402963963425	182.28087691774428	182.50778671589143	182.3872809473839	182.4911210245021	--undefined--	182.50778671589143	
1514	1985_f_Israpilova_GM	motʃi	ветер, мочи	iso	2	medial	tʃ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.23850914153680947	0.1661960757984957	0.1581538293845881	0.1112155547739917	0.022755078627739067	0.1045385081350787	183.53361395263912	183.77212309417592	183.6381524607742	183.74936801554819	--undefined--	183.77212309417592	
1515	1985_f_Israpilova_GM	motʃi	ветер, мочи	iso	3	medial	tʃ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.26607163114229593	0.11969507012744884	0.1260729581743476	0.10480155931372792	0.04294620473405075	0.11832386709451725	184.5641870433212	184.8302586744635	184.68251091041571	184.78731246972944	--undefined--	184.8302586744635	
1516	1985_f_Israpilova_GM	motʃi	ветер, мочи	carrier	--undefined--	medial	tʃ	dental	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2590444291004417	0.11454914869315758	0.12178821478732971	0.0977028220341083	0.042946204734079174	0.11839540233225421	186.9074674487378	187.16651187783825	187.02586285107006	187.12356567310417	--undefined--	187.16651187783825	
