index	filename	word	translation	context	repetition	position	stop	poa	voice	geminate	affric	glott	pharlzd	labialzd	palatlzd	folVowel	prevVowel	totdur	folVowDur	prevVowDur	fric	postfric	closdur	tstart	tend	reltime	pfst	cvst	modst	comment
336	1961_f_Khasieva_AK	wots:i	брат, воцци	iso	3	medial	ts:	dental	voiceless	geminate	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.32884061439393975	0.14390848113113464	0.10508002553270757	0.1381885134594043	0	0.19065210093453544	58.04009861492506	58.368939229319	58.23075071585959	--undefined--	--undefined--	58.368939229319	
337	1961_f_Khasieva_AK	wots:i	брат, воцци	carrier	--undefined--	medial	ts:	dental	voiceless	geminate	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.31614365965418045	0.08152642653937647	0.07217086494021174	0.17243199949478338	0	0.14371166015939707	62.38061399419317	62.69675765384735	62.524325654352566	--undefined--	--undefined--	62.69675765384735	
338	1961_f_Khasieva_AK	ɡedu	кошка, геду	iso	1	initial	ɡ	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	e		0.029447466916508347	0.21407277962313742	--undefined--	0.029447466916508347	0	0	65.34308562476015	65.37253309167666	65.34308562476015	--undefined--	--undefined--	65.37253309167666	
339	1961_f_Khasieva_AK	ɡedu	кошка, геду	iso	1	medial	d	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u	e	0.1788031270428263	0.2082495094754222	0.21407277962313742	0.03389846941597341	0	0.1449046576268529	65.5866058712998	65.76540899834262	65.73151052892665	--undefined--	--undefined--	65.76540899834262	
340	1961_f_Khasieva_AK	ɡedu	кошка, геду	iso	2	initial	ɡ	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	e		0.02379229964121521	0.18868630024736888	--undefined--	0.0067007942919445895	0.01709150534927062	0	66.69456471176368	66.71835701140489	66.69456471176368	66.70126550605562	--undefined--	66.71835701140489	
341	1961_f_Khasieva_AK	ɡedu	кошка, геду	iso	2	medial	d	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u	e	0.18546253004214464	0.1988391466037882	0.18868630024736888	0.018976201718146513	0.009344184962486679	0.15714214336151144	66.90704331165226	67.0925058416944	67.06418545501377	67.08316165673192	--undefined--	67.0925058416944	
342	1961_f_Khasieva_AK	ɡedu	кошка, геду	iso	3	initial	ɡ	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	e		0.022538566201717458	0.13228428765646072	--undefined--	0.013208001197938302	0.009330565003779157	0	67.72602549897226	67.74856406517398	67.72602549897226	67.7392335001702	--undefined--	67.74856406517398	
343	1961_f_Khasieva_AK	ɡedu	кошка, геду	iso	3	medial	d	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u	e	0.1640917040132166	0.09897299092045841	0.13228428765646072	0.016261664364620287	0.012439228367057353	0.13539081128153896	67.88084835283044	68.04494005684366	68.01623916411198	68.0325008284766	--undefined--	68.04494005684366	
344	1961_f_Khasieva_AK	ɡedu	кошка, геду	carrier	--undefined--	initial	ɡ	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	e		0.020927039421778204	0.17252668909085855	--undefined--	0.009409780013356794	0.01151725940842141	0	70.24141923657984	70.26234627600162	70.24141923657984	70.2508290165932	--undefined--	70.26234627600162	
345	1961_f_Khasieva_AK	ɡedu	кошка, геду	carrier	--undefined--	medial	d	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u	e	0.1634312817205057	0.14971277151964557	0.17252668909085855	0.01658967871227901	0.007494900355197842	0.13934670265302884	70.43487296509248	70.59830424681299	70.57421966774551	70.59080934645779	--undefined--	70.59830424681299	
346	1961_f_Khasieva_AK	ɡoʔi	глухой, гоъи	iso	1	initial	ɡ	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.03155903476354638	0.2601246917019324	--undefined--	0.03155903476354638	0	0	75.5924193643474	75.62397839911095	75.5924193643474	--undefined--	75.84764425901521	75.62397839911095	
347	1961_f_Khasieva_AK	ɡoʔi	глухой, гоъи	iso	2	initial	ɡ	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.020937066816586025	0.22402662726078404	--undefined--	0.020937066816586025	0	0	76.92000330879722	76.9409403756138	76.92000330879722	--undefined--	77.1528309701645	76.9409403756138	
348	1961_f_Khasieva_AK	ɡoʔi	глухой, гоъи	iso	3	initial	ɡ	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.021266494964336857	0.1761856398746886	--undefined--	0.007027240247865052	0.014239254716471805	0	78.02759690423443	78.04886339919877	78.02759690423443	78.0346241444823	78.19390219376083	78.04886339919877	
349	1961_f_Khasieva_AK	ɡoʔi	глухой, гоъи	carrier	--undefined--	initial	ɡ	dental	voiced	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.021154002124816884	0.18444183448724516	--undefined--	0.009733506545885007	0.011420495578931877	0	81.77271795452444	81.79387195664926	81.77271795452444	81.78245146107032	81.9514557149145	81.79387195664926	
350	1961_f_Khasieva_AK	haq'u	дом, гьакъу	iso	1	medial	q'	uvular	voiceless	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	a	0.3545627081099667	0.22305175897253093	0.19205062861075817	0.07195742025665197	0.07049039786942046	0.21211488998389427	85.0666580810842	85.42122078919417	85.2787729710681	85.35073039132475	85.42122078919417	85.44829564036834	
351	1961_f_Khasieva_AK	haq'u	дом, гьакъу	iso	2	medial	q'	uvular	voiceless	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	a	0.3193175091752778	0.23312181581101754	0.1905707596270645	0.08254723676442666	0.048659768326373865	0.18811050408447727	86.51250486243474	86.83182237161002	86.70061536651922	86.78316260328364	86.83182237161002	86.87361310748975	
352	1961_f_Khasieva_AK	haq'u	дом, гьакъу	iso	3	medial	q'	uvular	voiceless	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	a	0.30773694381100825	0.18126102309280157	0.1335018038528375	0.06537949433823087	0.06489037848696455	0.17746707098581282	87.760475026909	88.06821197072001	87.93794209789482	88.00332159223305	88.06821197072001	88.09238010713239	
353	1961_f_Khasieva_AK	haq'u	дом, гьакъу	carrier	--undefined--	medial	q'	uvular	voiceless	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	a	0.3072334409690711	0.104075079694951	0.138174973815822	0.08435660611637275	0.03222418188316567	0.1906526529695327	91.11850892862734	91.4257423695964	91.30916158159687	91.39351818771324	91.4257423695964	91.45091751169264	
354	1961_f_Khasieva_AK	hats'a	белый, гьацIа	iso	1	medial	ts'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.342730508898228	0.28775175658634566	0.1686734520446862	0.09264879769351353	0.13025230960612078	0.11982940159859368	94.74450304964462	95.08723355854285	94.86433245124321	94.95698124893673	95.08723355854285	95.13027850377736	
355	1961_f_Khasieva_AK	hats'a	белый, гьацIа	iso	2	medial	ts'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.3756014154513423	0.2541562419220753	0.2286593798775982	0.09258263640332132	0.14930128035744872	0.13371749869057226	96.03876785782467	96.41436927327601	96.17248535651524	96.26506799291856	96.41436927327601	96.46476842365885	
356	1961_f_Khasieva_AK	hats'a	белый, гьацIа	iso	3	medial	ts'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.3222931792088275	0.14529532646726295	0.1516017802617995	0.08096342844795856	0.12689511147610233	0.1144346392847666	97.15451985198207	97.4768130311909	97.26895449126684	97.3499179197148	97.4768130311909	97.48756799218748	
357	1961_f_Khasieva_AK	hats'a	белый, гьацIа	carrier	--undefined--	medial	ts'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.29150477592288837	0.11904383519363648	0.11370212464008489	0.08988346714706097	0.10371480240765152	0.09790650636817588	100.17536143174645	100.46686620766934	100.27326793811463	100.36315140526169	100.46686620766934	100.49423265827583	
358	1961_f_Khasieva_AK	hitɬ'u	вниз, гьикьу	iso	1	medial	tɬ'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	i	0.3753928807065563	0.19358059902756963	0.16387075509598503	0.12260764718696748	0.07192355560641772	0.1808616779131711	104.21896689808804	104.5943597787946	104.39982857600121	104.52243622318818	--undefined--	104.5943597787946	
359	1961_f_Khasieva_AK	hitɬ'u	вниз, гьикьу	iso	2	medial	tɬ'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	i	0.46068250013213685	0.21464625129918602	0.1997887244434935	0.11154040762450279	0.07448433731798332	0.27465775518965074	105.65868276529834	106.11936526543047	105.93334052048799	106.04488092811249	--undefined--	106.11936526543047	
360	1961_f_Khasieva_AK	hitɬ'u	вниз, гьикьу	iso	3	medial	tɬ'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	i	0.34268058366372145	0.15146060709865594	0.100004877796664	0.064651697958098	0.09034492353254109	0.18768396217308236	106.88488272671171	107.22756331037543	107.07256668888479	107.13721838684289	--undefined--	107.22756331037543	
361	1961_f_Khasieva_AK	hitɬ'u	вниз, гьикьу	carrier	--undefined--	medial	tɬ'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	u	i	0.34529702521909655	0.12601561538923534	0.10208135656399975	0.11526364520109667	0.06782762954371435	0.16220575047428554	112.23958339314335	112.58488041836245	112.40178914361763	112.51705278881873	--undefined--	112.58488041836245	
362	1961_f_Khasieva_AK	itɬoqχi	медленно, илIохъи	iso	1	medial	tɬ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o	i	0.3224179664303364	0.15126386175435869	0.12869684476531518	0.1067095056496754	0.02283446792367272	0.19287399285698825	115.89199827102844	116.21441623745878	116.08487226388543	116.1915817695351	116.33208030718068	116.21441623745878	
363	1961_f_Khasieva_AK	itɬoqχi	медленно, илIохъи	iso	1	medial	qχ	uvular	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.26421400475071266	0.16026408609121745	0.15126386175435869	0.0662128449892947	0.01921805476790439	0.17878310499351358	116.36568009921314	116.62989410396385	116.54446320420665	116.61067604919594	--undefined--	116.62989410396385	
364	1961_f_Khasieva_AK	itɬoqχi	медленно, илIохъи	iso	2	medial	tɬ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o	i	0.31024550225563985	0.14394157314011125	0.14203090192448542	0.09448410270211127	0	0.21576139955352858	117.52810961631691	117.83835511857255	117.74387101587044	--undefined--	--undefined--	117.83835511857255	
365	1961_f_Khasieva_AK	itɬoqχi	медленно, илIохъи	iso	2	medial	qχ	uvular	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2877639626013462	0.13837846113652574	0.14394157314011125	0.09276386589462504	0	0.19500009670672114	117.98229669171266	118.27006065431401	118.17729678841938	--undefined--	--undefined--	118.27006065431401	
366	1961_f_Khasieva_AK	itɬoqχi	медленно, илIохъи	iso	3	medial	tɬ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o	i	0.26190501739807814	0.12879377127005398	0.13465676476167232	0.0673619213559391	0.010214606536464998	0.18432848950567404	119.1582001819689	119.42010519936697	119.34252867147457	119.40989059283051	--undefined--	119.42010519936697	
367	1961_f_Khasieva_AK	itɬoqχi	медленно, илIохъи	iso	3	medial	qχ	uvular	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2717575563086285	0.13384601036834454	0.12879377127005398	0.07870317066431198	0	0.19305438564431654	119.54889897063703	119.82065652694565	119.74195335628134	--undefined--	--undefined--	119.82065652694565	
368	1961_f_Khasieva_AK	itɬoqχi	медленно, илIохъи	carrier	--undefined--	medial	tɬ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o	i	0.2660286972436836	0.09520187472124064	0.10585494048774535	0.0697285320056551	0.011745037883784448	0.18455512735424406	123.05273005483025	123.31875875207393	123.2372851821845	123.30701371419015	--undefined--	123.31875875207393	
369	1961_f_Khasieva_AK	itɬoqχi	медленно, илIохъи	carrier	--undefined--	medial	qχ	uvular	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2961543594938263	0.08484057066621631	0.09520187472124064	0.08388256910563996	0	0.21227179038818633	123.41396062679517	123.710114986289	123.62623241718336	--undefined--	--undefined--	123.710114986289	
370	1961_f_Khasieva_AK	itʃa	кобыла, ича	iso	1	medial	tʃ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.3245429959895745	0.1993594346241565	0.1984561516820662	0.11185631980447397	0.076028935189413	0.1366577409956875	126.19301805893207	126.51756105492164	126.32967579992776	126.44153211973223	--undefined--	126.51756105492164	
371	1961_f_Khasieva_AK	itʃa	кобыла, ича	iso	2	medial	tʃ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.28474651679925955	0.1912837528547442	0.2064248611782915	0.09810658725453436	0.06489126596056849	0.1217486635841567	127.59032619214697	127.87507270894623	127.71207485573113	127.81018144298567	--undefined--	127.87507270894623	
372	1961_f_Khasieva_AK	itʃa	кобыла, ича	iso	3	medial	tʃ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.283533959374239	0.15790019571997504	0.12758589759417305	0.08558451764608321	0.0658461827135568	0.13210325901459896	128.61154103821227	128.8950749975865	128.74364429722687	128.82922881487295	--undefined--	128.8950749975865	
373	1961_f_Khasieva_AK	itʃa	кобыла, ича	carrier	--undefined--	medial	tʃ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	i	0.3085160060046235	0.10205837426991593	0.11939518665190008	0.0923876517078952	0	0.13516752728099846	131.72348288002473	132.03199888602936	131.85865040730573	--undefined--	--undefined--	132.03199888602936	
374	1961_f_Khasieva_AK	k'otil	лошади, кIотил	iso	1	initial	k'	velar	voiceless	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.30402860625676453	0.17500683248337623	--undefined--	0.03159343441541296	0.2724351718413516	0	135.83942603263748	136.14345463889424	135.83942603263748	135.8710194670529	136.14345463889424	136.156251388754	
375	1961_f_Khasieva_AK	k'otil	лошади, кIотил	iso	1	medial	t	dental	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.23158532011638044	0.1765427055194948	0.17500683248337623	0.11777820381490756	0	0.11380711630147289	136.31846147137762	136.550046791494	136.4322685876791	--undefined--	--undefined--	136.550046791494	
376	1961_f_Khasieva_AK	k'otil	лошади, кIотил	iso	2	initial	k'	velar	voiceless	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.14763122497021186	0.17374321994140018	--undefined--	0.01923673340110099	0.12839449156911087	0	137.98508562712968	138.1327168520999	137.98508562712968	138.00432236053078	138.1327168520999	138.1441249894113	
377	1961_f_Khasieva_AK	k'otil	лошади, кIотил	iso	2	medial	t	dental	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.251839271010482	0.17857623452840699	0.17374321994140018	0.12941509332273426	0	0.12242417768774772	138.3064600720413	138.55829934305177	138.42888424972904	--undefined--	--undefined--	138.55829934305177	
378	1961_f_Khasieva_AK	k'otil	лошади, кIотил	iso	3	initial	k'	velar	voiceless	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.15541969419402335	0.10202442612037999	--undefined--	0.0064891347484490325	0.14893055944557432	0	139.29830617326527	139.4537258674593	139.29830617326527	139.30479530801372	139.4537258674593	139.4619287011911	
379	1961_f_Khasieva_AK	k'otil	лошади, кIотил	iso	3	medial	t	dental	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.23098511851100056	0.11160737209462468	0.10202442612037999	0.08961073299374789	0.030979472248020556	0.11039491326923212	139.55575029357968	139.78673541209068	139.6661452068489	139.75575593984266	--undefined--	139.78673541209068	
380	1961_f_Khasieva_AK	k'otil	лошади, кIотил	carrier	--undefined--	initial	k'	velar	voiceless	singleton	plain	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.20474760776710355	0.11631053466575736	--undefined--	0.012221485209977345	0.1925261225571262	0	142.53701517841353	142.74176278618063	142.53701517841353	142.5492366636235	--undefined--	142.74176278618063	
381	1961_f_Khasieva_AK	k'otil	лошади, кIотил	carrier	--undefined--	medial	t	dental	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2254601066474038	0.1247252511852821	0.11631053466575736	0.09534334790700427	0	0.13011675874039952	142.8580733208464	143.0835334274938	142.9881900795868	--undefined--	--undefined--	143.0835334274938	
382	1961_f_Khasieva_AK	kwatʃ'a	лапа, квачIа	iso	1	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	(w		0.09267381007893505	0.047830510266578585	--undefined--	0	0	0	146.32777447148243	146.42044828156136	142.9881900795868	--undefined--	--undefined--	0	check left border
383	1961_f_Khasieva_AK	kwatʃ'a	лапа, квачIа	iso	1	medial	tʃ'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.3792221534875466	0.24914493223235468	0.16634010257823206	0.0487444948652751	0.16135157121564703	0.1691260874066245	146.63461889440617	147.01384104789372	146.8037449818128	146.85248947667807	147.01384104789372	147.0290499869921	
384	1961_f_Khasieva_AK	kwatʃ'a	лапа, квачIа	iso	2	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	(w		0.06751268986454306	0.06479791114918498	--undefined--	0	0	0	147.95046933252843	148.01798202239297	146.8037449818128	--undefined--	--undefined--	0	check left border
385	1961_f_Khasieva_AK	kwatʃ'a	лапа, квачIа	iso	2	medial	tʃ'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.29617498477804816	0.2745312253284169	0.17968196324514452	0.04771034921208184	0.10464503817138393	0.1438195973945824	148.2624618967873	148.55863688156535	148.40628149418188	148.45399184339396	148.55863688156535	148.58169456977996	
386	1961_f_Khasieva_AK	kwatʃ'a	лапа, квачIа	iso	3	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	(w		0.04282600814485704	0.08852214841041928	--undefined--	0	0	0	149.20260126051207	149.24542726865693	148.40628149418188	--undefined--	--undefined--	0	check left border
387	1961_f_Khasieva_AK	kwatʃ'a	лапа, квачIа	iso	3	medial	tʃ'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.2646782041724123	0.1480075219113246	0.13675175111245608	0.0439364146110961	0.09634297703343009	0.1243988125278861	149.4707011681798	149.7353793723522	149.5950999807077	149.63903639531878	149.7353793723522	149.75047352470042	
388	1961_f_Khasieva_AK	kwatʃ'a	лапа, квачIа	carrier	--undefined--	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	(w		0.029225709245139342	0.057951717148313264	--undefined--	0	0	0	152.62683041644064	152.65605612568578	149.5950999807077	--undefined--	--undefined--	0	check left border
389	1961_f_Khasieva_AK	kwatʃ'a	лапа, квачIа	carrier	--undefined--	medial	tʃ'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	a	a	0.2783634593039608	0.12638793406489413	0.1196854032538397	0.03945594232328631	0.11006514934666711	0.12884236763400736	152.83369324608793	153.1120567053919	152.96253561372194	153.00199155604523	153.1120567053919	153.1359973764444	
390	1961_f_Khasieva_AK	kitsi	пословица, кици	iso	1	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i		0.12745307690894947	0.15164052589580024	--undefined--	0.12745307690894947	0	0	156.93166087362306	157.059113950532	156.93166087362306	--undefined--	--undefined--	157.059113950532	
391	1961_f_Khasieva_AK	kitsi	пословица, кици	iso	1	medial	ts	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	i	0.338518452803271	0.21160506910484855	0.15164052589580024	0.2067886883744734	0	0.13172976442879758	157.2107544764278	157.54927292923108	157.3424842408566	--undefined--	--undefined--	157.54927292923108	
392	1961_f_Khasieva_AK	kitsi	пословица, кици	iso	2	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i		0.11430526639261984	0.16881696742254348	--undefined--	0.11430526639261984	0	0	158.42076441106116	158.53506967745378	158.42076441106116	--undefined--	--undefined--	158.53506967745378	
393	1961_f_Khasieva_AK	kitsi	пословица, кици	iso	2	medial	ts	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	i	0.32247394702355336	0.17257773221069783	0.16881696742254348	0.1416621878285298	0.0428473264778404	0.13796443271718317	158.70388664487632	159.02636059189987	158.8418510775935	158.98351326542203	--undefined--	159.02636059189987	
394	1961_f_Khasieva_AK	kitsi	пословица, кици	iso	3	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i		0.09901151825815191	0.10640175869068003	--undefined--	0.09901151825815191	0	0	159.68073833995902	159.77974985821717	159.68073833995902	--undefined--	--undefined--	159.77974985821717	
395	1961_f_Khasieva_AK	kitsi	пословица, кици	iso	3	medial	ts	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	i	0.2789846562578191	0.17639835390039593	0.10640175869068003	0.14551181364166155	0.025954378572066616	0.10751846404409093	159.88615161690785	160.16513627316567	159.99367008095194	160.1391818945936	--undefined--	160.16513627316567	
396	1961_f_Khasieva_AK	kitsi	пословица, кици	carrier	--undefined--	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i		0.09823954500882337	0.08822535837285272	--undefined--	0.09823954500882337	0	0	162.86147632212106	162.9597158671299	162.86147632212106	--undefined--	--undefined--	162.9597158671299	
397	1961_f_Khasieva_AK	kitsi	пословица, кици	carrier	--undefined--	medial	ts	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	i	i	0.304913541554356	0.10942495517315365	0.08822535837285272	0.14335915226496354	0.03093914749661053	0.13061524179278194	163.04794122550274	163.3528547670571	163.17855646729552	163.32191561956049	--undefined--	163.3528547670571	
398	1961_f_Khasieva_AK	kots'i	веник, коцIи	iso	1	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.0781681252039732	0.1717442875641666	--undefined--	0.008042433470279775	0.07012569173369343	0	167.41312427270873	167.4912923979127	167.41312427270873	167.421166706179	--undefined--	167.4912923979127	
399	1961_f_Khasieva_AK	kots'i	веник, коцIи	iso	1	medial	ts'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2679274548585795	0.2160291521952331	0.1717442875641666	0.07569302782187037	0.0902424445200154	0.10199198251669372	167.66303668547687	167.93096414033545	167.76502866799356	167.84072169581543	--undefined--	167.93096414033545	
400	1961_f_Khasieva_AK	kots'i	веник, коцIи	iso	2	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.10683953144302905	0.15107586510768556	--undefined--	0.02210934250877017	0.08473018893425888	0	168.63382000780493	168.74065953924796	168.63382000780493	168.6559293503137	--undefined--	168.74065953924796	
401	1961_f_Khasieva_AK	kots'i	веник, коцIи	iso	2	medial	ts'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.25167757266157764	0.21744705388681496	0.15107586510768556	0.08609209170612075	0.07351971865895734	0.09206576229649954	168.89173540435564	169.14341297701722	168.98380116665214	169.06989325835826	169.14341297701722	169.15740579824018	
402	1961_f_Khasieva_AK	kots'i	веник, коцIи	iso	3	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.09688933389867316	0.12934135990531104	--undefined--	0.09688933389867316	0	0	169.66835432729854	169.76524366119722	169.66835432729854	--undefined--	--undefined--	169.76524366119722	
403	1961_f_Khasieva_AK	kots'i	веник, коцIи	iso	3	medial	ts'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.24476021495758005	0.20029689776634996	0.12934135990531104	0.06592441626582968	0.06878590519792738	0.11004989349382299	169.89458502110253	170.1393452360601	170.00463491459635	170.07055933086218	170.1393452360601	170.15663607858727	
404	1961_f_Khasieva_AK	kots'i	веник, коцIи	carrier	--undefined--	initial	k	velar	voiceless	singleton	plain	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	o		0.09557221780735858	0.10635967373926292	--undefined--	0.09557221780735858	0	0	172.1646646218409	172.26023683964826	172.1646646218409	--undefined--	--undefined--	172.26023683964826	
405	1961_f_Khasieva_AK	kots'i	веник, коцIи	carrier	--undefined--	medial	ts'	dental	voiceless	singleton	affricate	glottalic	non-pharnglzd	non-lablzd	non-palatlzd	i	o	0.2757961292666664	0.12587342015194736	0.10635967373926292	0.06556602518384125	0.10526797684988765	0.10496212723293752	172.36659651338752	172.6423926426542	172.47155864062046	172.5371246658043	172.6423926426542	172.66168661692856	
406	1961_f_Khasieva_AK	tɬurtɬa	масло, лIурлIа	iso	1	initial	tɬ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u		0.1344352479791553	0.12239823181070619	--undefined--	0.12532210986685755	0.009113138112297747	0	173.77600384045783	173.910439088437	173.77600384045783	173.9013259503247	--undefined--	173.910439088437	
407	1961_f_Khasieva_AK	tɬurtɬa	масло, лIурлIа	iso	1	medial	tɬ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	r	0.3602654056820427	0.26248477241111345	0.09397396957800197	0	0	0	174.1268112898257	174.48707669550774	173.77600384045783	--undefined--	--undefined--	0	
408	1961_f_Khasieva_AK	tɬurtɬa	масло, лIурлIа	iso	2	initial	tɬ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	u		0.061975188026138994	0.12162243506637083	--undefined--	0.05809716587722846	0.0038780221489105315	0	175.75747962414144	175.81945481216758	175.75747962414144	175.81557679001867	--undefined--	175.81945481216758	
409	1961_f_Khasieva_AK	tɬurtɬa	масло, лIурлIа	iso	2	medial	tɬ	dental	voiceless	singleton	affricate	pulmonic	non-pharnglzd	non-lablzd	non-palatlzd	a	r	0.3423736677299303	0.23054504174729118	0.0971299083364272	0	0	0	176.03820715557038	176.3805808233003	175.75747962414144	--undefined--	--undefined--	0	
